gene	hvg_candidate	excluded_disease_union	excluded_mitochondrial	excluded_ribosomal	excluded_technical	retained_for_state_discovery	reason	in_AMD_top1000	in_POAG_top1000	in_RE_top1000
LINC02667	False	False	False	False	False	False	not_HVG	False	False	False
AL355537.1	False	False	False	False	False	False	not_HVG	False	False	False
AL355537.2	False	False	False	False	False	False	not_HVG	False	False	False
AL391869.1	False	False	False	False	False	False	not_HVG	False	False	False
AL359508.1	False	False	False	False	False	False	not_HVG	False	False	False
MGMT	False	False	False	False	False	False	not_HVG	False	False	False
AL355531.1	False	False	False	False	False	False	not_HVG	False	False	False
AL157832.2	False	False	False	False	False	False	not_HVG	False	False	False
AL157832.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC02666	False	False	False	False	False	False	not_HVG	False	False	False
EBF3	False	False	False	False	False	False	not_HVG	False	False	False
AL354950.2	False	False	False	False	False	False	not_HVG	False	False	False
AL354950.1	False	False	False	False	False	False	not_HVG	False	False	False
AL354950.3	False	False	False	False	False	False	not_HVG	False	False	False
C10orf143	False	False	False	False	False	False	not_HVG	False	False	False
AL139123.1	False	False	False	False	False	False	not_HVG	False	False	False
GLRX3	False	False	False	False	False	False	not_HVG	False	False	False
LINC02646	False	False	False	False	False	False	not_HVG	False	False	False
AC016816.1	False	False	False	False	False	False	not_HVG	False	False	False
TCERG1L	True	False	False	False	False	True	HVG_retained	False	False	False
TCERG1L-AS1	True	False	False	False	False	True	HVG_retained	False	False	False
LINC01164	False	False	False	False	False	False	not_HVG	False	False	False
AL450307.1	False	False	False	False	False	False	not_HVG	False	False	False
FP565171.1	False	False	False	False	False	False	not_HVG	False	False	False
PPP2R2D	False	False	False	False	False	False	not_HVG	False	False	False
BNIP3	False	False	False	False	False	False	not_HVG	False	False	False
AL162274.2	False	False	False	False	False	False	not_HVG	False	False	False
AL162274.1	False	False	False	False	False	False	not_HVG	False	False	False
JAKMIP3	False	False	False	False	False	False	not_HVG	False	False	False
AL512622.1	False	False	False	False	False	False	not_HVG	False	False	False
DPYSL4	False	False	False	False	False	False	not_HVG	False	False	False
STK32C	False	False	False	False	False	False	not_HVG	False	False	False
LRRC27	False	False	False	False	False	False	not_HVG	False	False	False
PWWP2B	False	False	False	False	False	False	not_HVG	False	False	False
AL451069.2	False	False	False	False	False	False	not_HVG	False	False	False
AL451069.3	False	False	False	False	False	False	not_HVG	False	False	False
C10orf91	False	False	False	False	False	False	not_HVG	False	False	False
AL451069.1	True	False	False	False	False	True	HVG_retained	False	False	False
LINC01165	False	False	False	False	False	False	not_HVG	False	False	False
INPP5A	False	False	False	False	False	False	not_HVG	False	False	False
NKX6-2	False	False	False	False	False	False	not_HVG	False	False	False
CFAP46	False	False	False	False	False	False	not_HVG	False	False	False
LINC01166	False	False	False	False	False	False	not_HVG	False	False	False
LINC01167	False	False	False	False	False	False	not_HVG	False	False	False
LINC01168	False	False	False	False	False	False	not_HVG	False	False	False
ADGRA1	False	False	False	False	False	False	not_HVG	False	False	False
ADGRA1-AS1	False	False	False	False	False	False	not_HVG	False	False	False
KNDC1	False	False	False	False	False	False	not_HVG	False	False	False
UTF1	False	False	False	False	False	False	not_HVG	False	False	False
VENTX	False	False	False	False	False	False	not_HVG	False	False	False
MIR202HG	False	False	False	False	False	False	not_HVG	False	False	False
AL592071.1	True	False	False	False	False	True	HVG_retained	False	False	False
ADAM8	False	False	False	False	False	False	not_HVG	False	False	False
TUBGCP2	False	False	False	False	False	False	not_HVG	False	False	False
AL360181.2	False	False	False	False	False	False	not_HVG	False	False	False
ZNF511	False	False	False	False	False	False	not_HVG	False	False	False
CALY	False	True	False	False	False	False	not_HVG	False	True	False
AL360181.1	False	False	False	False	False	False	not_HVG	False	False	False
PRAP1	False	True	False	False	False	False	not_HVG	False	True	False
FUOM	False	True	False	False	False	False	not_HVG	False	True	False
ECHS1	False	True	False	False	False	False	not_HVG	False	True	False
AL360181.4	False	False	False	False	False	False	not_HVG	False	False	False
PAOX	False	True	False	False	False	False	not_HVG	False	True	False
MTG1	False	False	False	False	False	False	not_HVG	False	False	False
SPRN	False	False	False	False	False	False	not_HVG	False	False	False
SCART1	False	False	False	False	False	False	not_HVG	False	False	False
CYP2E1	False	False	False	False	False	False	not_HVG	False	False	False
AL161645.1	False	False	False	False	False	False	not_HVG	False	False	False
AL161645.2	False	False	False	False	False	False	not_HVG	False	False	False
SYCE1	False	False	False	False	False	False	not_HVG	False	False	False
AL731769.2	False	False	False	False	False	False	not_HVG	False	False	False
AL731769.1	False	False	False	False	False	False	not_HVG	False	False	False
FRG2B	False	False	False	False	False	False	not_HVG	False	False	False
AC069287.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01001	False	False	False	False	False	False	not_HVG	False	False	False
AC069287.3	False	False	False	False	False	False	not_HVG	False	False	False
BET1L	False	False	False	False	False	False	not_HVG	False	False	False
SCGB1C1	False	False	False	False	False	False	not_HVG	False	False	False
ODF3	False	False	False	False	False	False	not_HVG	False	False	False
AC069287.2	False	False	False	False	False	False	not_HVG	False	False	False
RIC8A	False	False	False	False	False	False	not_HVG	False	False	False
SIRT3	False	False	False	False	False	False	not_HVG	False	False	False
PSMD13	False	False	False	False	False	False	not_HVG	False	False	False
NLRP6	False	False	False	False	False	False	not_HVG	False	False	False
AC136475.3	False	False	False	False	False	False	not_HVG	False	False	False
PGGHG	False	False	False	False	False	False	not_HVG	False	False	False
IFITM5	False	False	False	False	False	False	not_HVG	False	False	False
IFITM2	False	False	False	False	False	False	not_HVG	False	False	False
AC136475.2	False	False	False	False	False	False	not_HVG	False	False	False
IFITM1	False	False	False	False	False	False	not_HVG	False	False	False
AC136475.1	False	False	False	False	False	False	not_HVG	False	False	False
IFITM3	False	False	False	False	False	False	not_HVG	False	False	False
AC136475.4	False	False	False	False	False	False	not_HVG	False	False	False
AC136475.8	False	False	False	False	False	False	not_HVG	False	False	False
AC136475.7	False	False	False	False	False	False	not_HVG	False	False	False
AC136475.5	False	False	False	False	False	False	not_HVG	False	False	False
AC136475.9	False	False	False	False	False	False	not_HVG	False	False	False
B4GALNT4	False	True	False	False	False	False	not_HVG	False	True	False
PKP3	False	True	False	False	False	False	not_HVG	False	True	False
SIGIRR	False	True	False	False	False	False	not_HVG	False	True	False
ANO9	False	False	False	False	False	False	not_HVG	False	False	False
PTDSS2	False	False	False	False	False	False	not_HVG	False	False	False
AC138230.1	False	False	False	False	False	False	not_HVG	False	False	False
RNH1	False	False	False	False	False	False	not_HVG	False	False	False
AC137894.3	False	False	False	False	False	False	not_HVG	False	False	False
AC137894.1	False	False	False	False	False	False	not_HVG	False	False	False
HRAS	False	False	False	False	False	False	not_HVG	False	False	False
LRRC56	False	False	False	False	False	False	not_HVG	False	False	False
LMNTD2	False	False	False	False	False	False	not_HVG	False	False	False
AP006284.1	False	False	False	False	False	False	not_HVG	False	False	False
RASSF7	False	False	False	False	False	False	not_HVG	False	False	False
MIR210HG	False	False	False	False	False	False	not_HVG	False	False	False
PHRF1	False	False	False	False	False	False	not_HVG	False	False	False
IRF7	False	False	False	False	False	False	not_HVG	False	False	False
CDHR5	False	False	False	False	False	False	not_HVG	False	False	False
SCT	False	False	False	False	False	False	not_HVG	False	False	False
DRD4	False	False	False	False	False	False	not_HVG	False	False	False
DEAF1	False	False	False	False	False	False	not_HVG	False	False	False
AC131934.1	False	False	False	False	False	False	not_HVG	False	False	False
EPS8L2	False	False	False	False	False	False	not_HVG	False	False	False
TMEM80	False	False	False	False	False	False	not_HVG	False	False	False
AP006621.4	False	False	False	False	False	False	not_HVG	False	False	False
TALDO1	False	False	False	False	False	False	not_HVG	False	False	False
GATD1	False	False	False	False	False	False	not_HVG	False	False	False
AP006621.3	False	False	False	False	False	False	not_HVG	False	False	False
AP006621.2	False	False	False	False	False	False	not_HVG	False	False	False
CEND1	False	False	False	False	False	False	not_HVG	False	False	False
SLC25A22	False	False	False	False	False	False	not_HVG	False	False	False
PANO1	False	False	False	False	False	False	not_HVG	False	False	False
PIDD1	False	False	False	False	False	False	not_HVG	False	False	False
RPLP2	False	False	False	True	False	False	not_HVG	False	False	False
PNPLA2	False	False	False	False	False	False	not_HVG	False	False	False
AP006621.1	False	False	False	False	False	False	not_HVG	False	False	False
CRACR2B	False	False	False	False	False	False	not_HVG	False	False	False
CD151	False	False	False	False	False	False	not_HVG	False	False	False
POLR2L	False	False	False	False	False	False	not_HVG	False	False	False
TSPAN4	False	False	False	False	False	False	not_HVG	False	False	False
AP006623.1	False	False	False	False	False	False	not_HVG	False	False	False
CHID1	False	False	False	False	False	False	not_HVG	False	False	False
AP2A2	False	True	False	False	False	False	not_HVG	False	False	True
MUC6	False	False	False	False	False	False	not_HVG	False	False	False
LINC02688	False	False	False	False	False	False	not_HVG	False	False	False
MUC2	False	False	False	False	False	False	not_HVG	False	False	False
MUC5AC	True	False	False	False	False	True	HVG_retained	False	False	False
AC061979.1	False	False	False	False	False	False	not_HVG	False	False	False
MUC5B	False	False	False	False	False	False	not_HVG	False	False	False
MUC5B-AS1	False	False	False	False	False	False	not_HVG	False	False	False
TOLLIP	False	False	False	False	False	False	not_HVG	False	False	False
TOLLIP-AS1	False	False	False	False	False	False	not_HVG	False	False	False
AC136297.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC02689	True	False	False	False	False	True	HVG_retained	False	False	False
BRSK2	False	False	False	False	False	False	not_HVG	False	False	False
AC091196.1	False	False	False	False	False	False	not_HVG	False	False	False
MOB2	False	False	False	False	False	False	not_HVG	False	False	False
DUSP8	False	False	False	False	False	False	not_HVG	False	False	False
KRTAP5-AS1	False	False	False	False	False	False	not_HVG	False	False	False
KRTAP5-1	False	False	False	False	False	False	not_HVG	False	False	False
KRTAP5-2	False	False	False	False	False	False	not_HVG	False	False	False
KRTAP5-3	False	True	False	False	False	False	not_HVG	True	False	False
KRTAP5-4	False	True	False	False	False	False	not_HVG	True	False	False
KRTAP5-5	False	True	False	False	False	False	not_HVG	True	False	False
AP006285.1	False	False	False	False	False	False	not_HVG	False	False	False
FAM99A	False	False	False	False	False	False	not_HVG	False	False	False
FAM99B	False	False	False	False	False	False	not_HVG	False	False	False
LINC02708	False	False	False	False	False	False	not_HVG	False	False	False
KRTAP5-6	False	True	False	False	False	False	not_HVG	True	False	True
IFITM10	False	True	False	False	False	False	not_HVG	True	False	True
CTSD	False	False	False	False	False	False	not_HVG	False	False	False
AC068580.3	False	False	False	False	False	False	not_HVG	False	False	False
AC068580.1	False	False	False	False	False	False	not_HVG	False	False	False
AC068580.5	False	False	False	False	False	False	not_HVG	False	False	False
AC068580.2	False	False	False	False	False	False	not_HVG	False	False	False
SYT8	False	False	False	False	False	False	not_HVG	False	False	False
TNNI2	False	False	False	False	False	False	not_HVG	False	False	False
LSP1	False	False	False	False	False	False	not_HVG	False	False	False
AC051649.1	False	False	False	False	False	False	not_HVG	False	False	False
PRR33	False	False	False	False	False	False	not_HVG	False	False	False
LINC01150	False	False	False	False	False	False	not_HVG	False	False	False
TNNT3	False	False	False	False	False	False	not_HVG	False	False	False
MRPL23	False	False	False	False	False	False	not_HVG	False	False	False
MRPL23-AS1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01219	False	False	False	False	False	False	not_HVG	False	False	False
H19	False	False	False	False	False	False	not_HVG	False	False	False
IGF2	False	False	False	False	False	False	not_HVG	False	False	False
AC132217.2	False	False	False	False	False	False	not_HVG	False	False	False
AC132217.1	False	False	False	False	False	False	not_HVG	False	False	False
IGF2-AS	False	False	False	False	False	False	not_HVG	False	False	False
INS	False	False	False	False	False	False	not_HVG	False	False	False
